Issue Number,State_0,Time Lapsed_0,Time Lapsed_1,Time Lapsed_2,Time Lapsed_3,Time Lapsed_4,Time Lapsed_5,Time Lapsed_6,Time Lapsed_7,Number of Prompts,Conversation_0,Conversation_1,Conversation_2,Conversation_3,Conversation_4,Conversation_5,Conversation_6,Conversation_7,Type_0,URL_0,URL_1,URL_2,URL_3,URL_4,URL_5,URL_6,URL_7,Author_0,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,RepoName_0,RepoName_1,RepoName_2,RepoName_3,RepoName_4,RepoName_5,RepoName_6,RepoLanguage_0,RepoLanguage_1,RepoLanguage_2,RepoLanguage_3,RepoLanguage_4,Title_0,Title_1,Title_2,Title_3,Title_4,Title_5,Title_6,Title_7,Body_0,Body_1,Body_2,Body_3,Body_4,Body_5,Body_6,Body_7,UpdatedAt_0,UpdatedAt_1,UpdatedAt_2,UpdatedAt_3,UpdatedAt_4,UpdatedAt_5,UpdatedAt_6,UpdatedAt_7,CSharing_URL_0,CSharing_URL_1,CSharing_URL_2,CSharing_URL_3,CSharing_URL_4,CSharing_URL_5,CSharing_URL_6,CSharing_URL_7,CSharing_Status,CSharing_DateOfConversation_0,CSharing_DateOfConversation_1,CSharing_DateOfConversation_2,CSharing_DateOfConversation_3,CSharing_DateOfConversation_4,CSharing_DateOfConversation_5,CSharing_DateOfConversation_6,CSharing_Title_0,CSharing_Title_1,CSharing_Title_2,CSharing_Title_3,CSharing_Title_4,CSharing_Title_5,CSharing_Title_6,CSharing_Title_7,CSharing_NumberOfPrompts,CSharing_TokensOfPrompts,CSharing_TokensOfAnswers,Conversation_Prompt_0,Conversation_Prompt_1,Conversation_Prompt_2,Conversation_Prompt_3,Conversation_Prompt_4,Conversation_Prompt_5,Conversation_Prompt_6,Conversation_Prompt_7,Conversation_Prompt_8,Conversation_Answer_0,Conversation_Answer_1,Conversation_Answer_2,Conversation_Answer_3,Conversation_Answer_4,Conversation_Answer_5,Conversation_Answer_6,Conversation_Answer_7,Conversation_Answer_8,Conversation_Answer_9,Effectiveness_Score,Detected_Patterns_0,Detected_Patterns_1,Detected_Patterns_2
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,74.1726236642957,1,1,1
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,74.1726236642957,0,0,1
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,74.1726236642957,0,1,0
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,74.1726236642957,0,1,1
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,27.24034083601286,1,1,1
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,27.24034083601286,0,0,1
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,27.24034083601286,0,1,0
1,1,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,200,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2487,1280,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,27.24034083601286,0,1,1
66,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,200,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1009,420,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.6247524752475248,0,0,1
66,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,200,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1009,420,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.6247524752475248,0,1,1
149,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,200,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,31,416,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,65.9225,1,1,0
22,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,200,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,78,239,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,54.90634493670886,0,0,1
7942,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,200,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,855,1276,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,80.96719626168223,0,1,1
7942,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,200,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,855,1276,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,37.965196261682244,0,1,1
7942,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,200,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,855,1276,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,54.43252959501558,0,1,1
109,1,0,0,1,1,0,0,1,1,3,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,200,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,3,51,632,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,55.134338369963366,0,1,1
109,1,0,0,1,1,0,0,1,1,3,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,200,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,3,51,632,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,80.13277149321267,0,1,1
109,1,0,0,1,1,0,0,1,1,3,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,200,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,3,51,632,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,86.12327884615385,0,1,1
10,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,200,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4,59,1307,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,75.08749999999999,0,0,1
10,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,200,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4,59,1307,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,90.035,0,0,1
10,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,200,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4,59,1307,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,170.035,0,0,1
10,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,200,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4,59,1307,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,173.0452564102564,0,0,1
784,1,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,200,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,3,246,636,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,93.3044876176455,0,1,0
784,1,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,200,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,3,246,636,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,93.3044876176455,0,1,1
784,1,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,200,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,3,246,636,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,98.31291490464423,0,1,0
784,1,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,200,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,3,246,636,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,98.31291490464423,0,1,1
784,1,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,200,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,3,246,636,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,31.835058921341815,0,1,0
784,1,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,200,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,3,246,636,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,31.835058921341815,0,1,1
32,1,0,0,1,1,0,1,0,0,5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,200,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,5,149,1101,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,94.72212987012986,0,1,1
32,1,0,0,1,1,0,1,0,0,5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,200,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,5,149,1101,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,79.71116666666667,0,1,1
32,1,0,0,1,1,0,1,0,0,5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,200,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,5,149,1101,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,43.7345,0,1,1
32,1,0,0,1,1,0,1,0,0,5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,200,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,5,149,1101,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,111.72095833333333,0,1,1
32,1,0,0,1,1,0,1,0,0,5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,200,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,5,149,1101,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,67.7295,0,1,1
14,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,200,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1366,593,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,86.63013899049012,0,0,1
802,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,200,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,12,376,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,124.20358974358975,0,0,1
802,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,200,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,12,376,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,124.20358974358975,0,1,0
802,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,200,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,12,376,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,124.20358974358975,0,1,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,99.70886964886965,0,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,99.70886964886965,0,1,0
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,99.70886964886965,1,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,162.69401154401154,0,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,162.69401154401154,0,1,0
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,162.69401154401154,1,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,68.1900892857143,0,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,68.1900892857143,0,1,0
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,68.1900892857143,1,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,108.68388528138529,0,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,108.68388528138529,0,1,0
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,108.68388528138529,1,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,87.68120670995671,0,0,1
9,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,139,1482,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,87.68120670995671,0,1,0
